,STNCODE,STNNAME,ADDRESS1,ADDRESS2,CITY,STATE,ZIP,STNTYPE,STFIPS,OBJECTID_1,OBJECTID,type,coordinates
694,SFW,"San Francisco (Wharf), California",Beach St. & The Embarcadero,Pier 39 - Fisherman's Wharf,San Francisco,CA,94133,BUS,06,695,724,Point,"[-122.40892000040817, 37.808593999778076]"
695,SHR,"Shreveport, Louisiana",451 Clyde Fant Parkway,"Eldorado Casino Hotel, bus lobby",Shreveport,LA,71101-3206,BUS,22,696,725,Point,"[-93.74500312599856, 32.516654351623295]"
696,SIM,"Simi Valley, California",5050 Los Angeles Avenue,Amtrak/Metrolink Station,Simi Valley,CA,93063,RAIL,06,697,726,Point,"[-118.69371799981666, 34.269946999807196]"
697,SJC,"San Jose, California",65 Cahill Street, ,San Jose,CA,95110,RAIL,06,698,727,Point,"[-121.90120699977152, 37.33107000026955]"
698,SJM,"St. Joseph, Michigan",410 1/2 Vine Street, ,St. Joseph,MI,49085,RAIL,26,699,728,Point,"[-86.4867479997649, 42.10661699967778]"
699,SKN,"Stockton (711-718), California",735 S. San Joaquin St, ,Stockton,CA,95203,RAIL,06,700,729,Point,"[-121.28427099952033, 37.94601100006086]"
700,SKT,"Stockton (ACE, 701-704), California",949 East Channel St.,Robert J. Cabral Station,Stockton,CA,95202,RAIL,06,701,730,Point,"[-121.27898899997281, 37.95666799968174]"
701,SKW,"Skykomish, Washington",90000 Highway 2,(westbound - Sky Chalet),Skykomish,WA,98288,BUS,53,702,731,Point,"[-121.3592830000289, 47.71152500034415]"
702,SKY,"Sandusky, Ohio",1200 North Depot St.,at Shelby St.,Sandusky,OH,44870-3165,RAIL,39,703,732,Point,"[-82.71861008419562, 41.44075239195383]"
703,SLC,"Salt Lake City, Utah",340 South 600 West, ,Salt Lake City,UT,84101,RAIL,49,704,733,Point,"[-111.90238200005045, 40.76201599968853]"
704,SLH,"Stateline Transit Center, California",4114 Lake Tahoe Blvd,Transportation Center,Stateline,CA,96150,BUS,06,705,735,Point,"[-119.9411620000581, 38.95949599955703]"
705,SLM,"Salem, Oregon",500 13th Street SE, ,Salem,OR,97301,RAIL,41,706,736,Point,"[-123.02623699952755, 44.932171000195275]"
706,SLO,"San Luis Obispo, California",1011 Railroad Avenue, ,San Luis Obispo,CA,93401-4449,RAIL,06,707,737,Point,"[-120.65394599982818, 35.27741600061763]"
707,SLP,"San Luis Obispo (Cal Poly), California",Grand Avenue & Deer Road,Vista Grande Restaurant,San Luis Obispo,CA,93401,BUS,06,708,738,Point,"[-120.6518479997535, 35.29258000019799]"
708,SLT,"South Lake Tahoe, California",1000 Emerald Bay Road,South Y Transit Center,South Lake Tahoe,CA,96151,BUS,06,709,740,Point,"[-120.00222000033787, 38.91470699982472]"
709,SLV,"Solvang, California",1630 Mission Drive, ,Solvang,CA,93463,BUS,06,710,741,Point,"[-120.13730600003872, 34.595947000354904]"
710,SLY,"Salisbury, Maryland",350 Cypress St.,Greyhound Station,Salisbury,MD,21801-4036,BUS,24,711,742,Point,"[-75.60645598648895, 38.3694638932243]"
711,SMC,"San Marcos, Texas",338 South Guadalupe St.,San Marcos Intermodal Station,San Marcos,TX,78666-6310,RAIL,48,712,743,Point,"[-97.93567699968995, 29.87923200038374]"
712,SMD,"Madison (South), Wisconsin",Hwy 51 & East Broadway Ave.,Dutch Mill Park and Ride,Madison,WI,53716,BUS,55,713,744,Point,"[-89.31249199983542, 43.048000000200304]"
713,SMT,"Summit, Illinois",Archer Ave. and South Center Ave., ,Summit,IL,60501,RAIL,17,714,745,Point,"[-87.81317899983307, 41.79216399971282]"
714,SNA,"Santa Ana, California",1000 East Santa Ana Boulevard,Santa Ana Regional Transportation Center,Santa Ana,CA,92701,RAIL,06,715,746,Point,"[-117.85504199946219, 33.75316599972881]"
715,SNB,"San Bernardino (Amtrak Station), California",1170 West Third Street (all Trains and Buses),"** Night Buses will drop at McDonalds, 699 2nd St.",San Bernardino,CA,92410,RAIL,06,716,747,Point,"[-117.3069310005239, 34.104361999669145]"
716,SNC,"San Juan Capistrano, California",26701 Verdugo Street, ,San Juan Capistrano,CA,92675,RAIL,06,717,748,Point,"[-117.66326099913721, 33.50148399961628]"
717,SND,"Sanderson, Texas",201 West Downey Street, ,Sanderson,TX,79848,RAIL,48,718,749,Point,"[-102.39905499988848, 30.140098999728423]"
718,SNP,"San Clemente Pier, California",Avenida del Mar and Avenida Victoria,(615 Avenida Victoria) at the San Clemente Pier,San Clemente,CA,92672,RAIL,06,719,750,Point,"[-117.61901100064281, 33.419158999952664]"
719,SNS,"Salinas, California",Station Place and Railroad Avenue,(30 Station Place),Salinas,CA,93901-1432,RAIL,06,720,751,Point,"[-121.65618899972829, 36.679362999599]"
720,SOB,"South Bend, Indiana",2702 West Washington Avenue, ,South Bend,IN,46628,RAIL,18,721,752,Point,"[-86.28914600084047, 41.679007999726544]"
721,SOD,"Soda Springs, California",22002 Donner Pass Rd.,Donner Summit Lodge,Soda Springs,CA,95728,BUS,06,722,753,Point,"[-120.37078900031821, 39.32358900049719]"
722,SOL,"Solana Beach, California",105 North Cedros Avenue,Solana Beach Transit Center,Solana Beach,CA,92075,RAIL,06,723,754,Point,"[-117.27007299955066, 32.992054000135475]"
723,SOP,"Southern Pines, North Carolina",235 Northwest Broad Street, ,Southern Pines,NC,28387,RAIL,37,724,755,Point,"[-79.3918990000808, 35.17409900046338]"
724,SPB,"Spartanburg, South Carolina",290 Magnolia St, ,Spartanburg,SC,29303,RAIL,45,725,756,Point,"[-81.93573799972084, 34.953770000063656]"
725,SPD,"San Pedro (Catalina Terminal), California","1st Stop:  N.Front & Swinford, Berth 95, Catalina",Catalina Terminal (Air and Sea),San Pedro,CA,90731,BUS,06,726,757,Point,"[-118.27660399966166, 33.74841700009606]"
726,SPG,"Springfield, Massachusetts",66 Lyman St., ,Springfield,MA,01103,RAIL,25,727,758,Point,"[-72.59358999949986, 42.10596100033808]"
727,SPI,"Springfield, Illinois",East Washington and North Third Sts., ,Springfield,IL,62701-1106,RAIL,17,728,759,Point,"[-89.65167199905154, 39.80158600028987]"
728,SPK,"Spokane, Washington",221 W. 1st Avenue,Spokane Train and Bus Station,Spokane,WA,99201-3704,RAIL,53,729,760,Point,"[-117.4130629996537, 47.656986000702524]"
729,SPL,"Staples, Minnesota",First & Fourth Aves, ,Staples,MN,56479,RAIL,27,730,761,Point,"[-94.79511300044173, 46.35458800040162]"
730,SPM,"South Shore-South Portsmouth, Kentucky",Main St & US 23, ,South Shore,KY,41174,RAIL,21,731,762,Point,"[-82.9642870002964, 38.72091299931143]"
731,SPO,"San Pedro (Downtown), California",931 S. Gaffey St., ,San Pedro,CA,90731,BUS,06,732,763,Point,"[-118.29250477397696, 33.73595451089034]"
732,SPR,"Sparks, Nevada (Train Stop)",Nugget Ave. east of 11th St.,SP/UP Rail Yard,Sparks,NV,89431,RAIL,32,733,764,Point,"[-119.75541800093758, 39.533649000109165]"
733,SPT,"Sandpoint, Idaho",450 Railroad Avenue,Former Northern Pacific Station,Sandpoint,ID,83864,RAIL,16,734,765,Point,"[-116.60822300028303, 48.25175899908264]"
734,SPX,"Sparks, Nevada (Thruway Buses)",1100 Nugget Avenue,John Ascuaga's Nugget Hotel and Casino,Sparks,NV,89431,BUS,32,735,766,Point,"[-119.75552141409479, 39.53333564438517]"
735,SRA,"Sarasota, Florida",1993 Main Street,"US 301 and Main Street, Hollywood 20 complex",Sarasota,FL,34231,BUS,12,736,768,Point,"[-82.53127223031765, 27.336577884694087]"
736,SRC,"Santa Rosa, California",175 Railroad Street,Courtyard Marriott Hotel,Santa Rosa,CA,95401,BUS,06,737,769,Point,"[-122.7171939994667, 38.43672599978026]"
737,SRT,"Searsport, Maine",161 East Main St.,Steamboat Mobil,Searsport,ME,04974-3322,BUS,23,738,770,Point,"[-68.90881842736125, 44.461524881298956]"
738,SSD,"Seaside, Oregon",1215 S. Holladay Drive,"Del's Chevron, South Holladay Dr at US 101/26",Seaside,OR,97301,BUS,41,739,771,Point,"[-123.92363895032804, 45.98659015035829]"
739,SSM,"Selma, North Carolina",500 East Railroad Street, ,Selma,NC,27576,RAIL,37,740,772,Point,"[-78.28144100014653, 35.53220399989546]"
740,SSW,"Stevens Pass, Washington",US Highway 2 at Summit Parking Lot,"WB stop on north side, EB stop on south side US2",Stevens Pass,WA,98826,BUS,53,741,773,Point,"[-121.14437900047302, 47.71377200001342]"
741,STA,"Staunton, Virginia",1 Middlebrook Avenue, ,Staunton,VA,24401,RAIL,51,742,774,Point,"[-79.07272300002181, 38.14778099938264]"
742,STG,"St. George, Utah",1235 South Bluff St.,McDonalds Restaurant,St. George,UT,84770-5249,BUS,49,743,775,Point,"[-113.58480788850339, 37.087825290089135]"
743,STI,"St. Ignace, Michigan",448 North State St.,St. Ignace Bus Station,St. Ignace,MI,49781-1427,BUS,26,744,776,Point,"[-84.7304080003026, 45.86996499972062]"
744,STL,"St. Louis, Missouri",551 South 16th St., ,St. Louis,MO,63103,RAIL,29,745,777,Point,"[-90.20545199984656, 38.62394700027742]"
745,STM,"Stamford, Connecticut",Washington Blvd and South State St.,Amtrak/Metro-North Station,Stamford,CT,06902,RAIL,09,746,778,Point,"[-73.54267900042065, 41.046181000154846]"
746,STN,"Stanley, North Dakota",Main Street & Railroad Avenue, ,Stanley,ND,58784,RAIL,38,747,779,Point,"[-102.39077800011572, 48.31936299973425]"
747,STP,"St Petersburg-Pinellas Park-Clearwater, Florida",5251 110th Avenue North,"Pinellas Park Square, Suite 101",Clearwater,FL,33760-4846,BUS,12,748,780,Point,"[-82.68467700048241, 27.839640000299074]"
748,SUI,"Suisun, California",177 Main Street, ,Suisun,CA,94585,RAIL,06,749,781,Point,"[-122.03954299906742, 38.24346500033774]"
749,SUN,"Sunriver, Oregon",One Center Drive,Sunriver Lodge and Resort,Sunriver,OR,97707,BUS,41,750,782,Point,"[-121.46315799997363, 43.856255000606694]"
750,SUT,"Sun City, California",26908 Cherry Hills Blvd.,In front of CL Travel Agency,Sun City,CA,92586,BUS,06,751,783,Point,"[-117.19056323143255, 33.7106350760792]"
751,SVF,"Seattle (Ferry - Pier 69), Washington",2701 Alaskan Way,"Victoria Clipper Ferry, Pier 69",Seattle,WA,98121,OTHER,53,752,785,Point,"[-122.3528003617404, 47.61389539451888]"
752,SVP,"Stevens Point, Wisconsin",200 Division St.,Olympic Family Restaurant,Stevens Point,WI,54481-1843,BUS,55,753,786,Point,"[-89.57498198691474, 44.532761018041526]"
753,SVT,"Sturtevant, Wisconsin",9900 East Exploration Court, ,Sturtevant,WI,53177,RAIL,55,754,787,Point,"[-87.90560195853222, 42.71879402308687]"
754,SVY,"Scotts Valley, California",246 Kings Village Rd.,Scotts Valley Transit Center,Scotts Valley,CA,95066-4029,BUS,06,755,788,Point,"[-122.02801125210334, 37.04773811588405]"
755,SYR,"Syracuse, New York",131 Alliance Bank Parkway,Regional Transportation Center,Syracuse,NY,13208,RAIL,36,756,789,Point,"[-76.15216799942668, 43.086372000266344]"
756,TAC,"Tacoma, Washington",1001 Puyallup Avenue, ,Tacoma,WA,98421-2122,RAIL,53,757,790,Point,"[-122.41847199972496, 47.24182899925591]"
757,TAY,"Taylor, Texas",118 East First St.,Union Pacific Yard Office,Taylor,TX,76574-3627,RAIL,48,758,791,Point,"[-97.40879799959714, 30.567435999485827]"
758,TCA,"Toccoa, Georgia",47 North Alexander St., ,Toccoa,GA,30577,RAIL,13,759,792,Point,"[-83.33136700047251, 34.578533000688104]"
759,TCL,"Tuscaloosa, Alabama",2105 Greensboro Ave, ,Tuscaloosa,AL,35401,RAIL,01,760,793,Point,"[-87.56015000105414, 33.19225700039623]"
760,TDO,"Toledo, Oregon",1805 NW Highway 20,Dairy Queen/Valley Retriever Bus Stop,Toledo,OR,97391,BUS,41,761,794,Point,"[-123.94866473404431, 44.632169949155404]"
761,TEH,"Tehachapi, California",Westside of Mullbery Street,50 Yards off Tehachapi Blvd,Tehachapi,CA,93561,BUS,06,762,795,Point,"[-118.45230900029198, 35.13273200019008]"
762,TFI,"Twin Falls, Idaho",1135 Blue Lakes Circle,Snake River Chevron,Twin Falls,ID,83301-4832,BUS,16,763,796,Point,"[-114.45990309335755, 42.56927611978712]"
763,THD,"The Dalles, Oregon",201 East Federal Street,City Transportation Center,The Dalles,OR,97058,BUS,41,764,797,Point,"[-121.1796650000047, 45.60080699954787]"
764,THN,"Thurmond, West Virginia",Hwy 25 & Hwy 2,platform 1000 ft north of intersection,Thurmond,WV,25936,RAIL,54,765,798,Point,"[-81.07805600064214, 37.95666499932217]"
765,TLS,"Tulsa, Oklahoma",317 South Detroit St., ,Tulsa,OK,74120-2424,BUS,40,766,800,Point,"[-95.98683200000451, 36.15398000014545]"
766,TLT,"Tilton, New Hampshire",I-93 and US hwy 3,Evans Expressmart/Exxon Station,Tilton,NH,03276,BUS,33,767,801,Point,"[-71.57067658704574, 43.45357149358453]"
767,TOC,"Truth or Consequences, New Mexico",8 South Date St.,CW's Premium Water & Ice,Truth or Consequences,NM,87901-2848,BUS,35,768,802,Point,"[-107.24169900013011, 33.132992000571306]"
768,TOH,"Tomah, Wisconsin",North Superior Ave. and Washington St., ,Tomah,WI,54660,RAIL,55,769,803,Point,"[-90.5041660000907, 43.98572500012064]"
769,TOL,"Toledo, Ohio",415 Emerald Ave.,Central Union Plaza,Toledo,OH,43604-8817,RAIL,39,770,804,Point,"[-83.54126700031522, 41.6381840007493]"
770,TOP,"Topeka, Kansas",500 SE Holliday Place,East 5th & Holliday Streets,Topeka,KS,66607-1100,RAIL,20,771,805,Point,"[-95.6648939993488, 39.051345999425216]"
771,TPA,"Tampa, Florida",601 North Nebraska Ave, ,Tampa,FL,33602-3555,RAIL,12,772,806,Point,"[-82.45091200017059, 27.952264999363738]"
772,TPL,"Temple, Texas",315 West Ave B, ,Temple,TX,76501,RAIL,48,773,807,Point,"[-97.34480299971676, 31.095379000189354]"
773,TRA,"Tracy, California",725 West Clover Road,Wendy's Restaurant,Tracy,CA,95376-1746,BUS,06,774,808,Point,"[-121.43463100009815, 37.76174899985803]"
774,TRE,"Trenton, New Jersey",72 South Clinton Avenue, ,Trenton,NJ,08609-1238,RAIL,34,775,809,Point,"[-74.75456199987245, 40.21824999984898]"
775,TRI,"Trinidad, Colorado",110 West Pine Street,*(Pine St & North Commercial St),Trinidad,CO,81082,RAIL,08,776,810,Point,"[-104.50727099986844, 37.17280200013501]"
776,WSP,"Westport, New York",Hwy 9N and Ledge Hill Rd,at Hwy 9N and railroad tracks,Westport,NY,12993,RAIL,36,777,811,Point,"[-73.45289599989867, 44.18709599989415]"
777,WSS,"White Sulphur Springs, West Virginia",315 West Main Street, ,White Sulphur Springs,WV,24986,RAIL,54,778,812,Point,"[-80.3058090007017, 37.785419000322584]"
778,WST,"Wiscasset, Maine",279 Bath Rd.,Huber's Market,Wiscasset,ME,04578-4624,BUS,23,779,813,Point,"[-69.68636025568975, 43.9945810013868]"
779,WSU,"Wausau, Wisconsin",2415 Trailwood Lane,Lamers Bus Lines station,Mosinee,WI,54455-7820,BUS,55,780,814,Point,"[-89.65514399930277, 44.9634820005793]"
780,WTH,"Winter Haven, Florida",1800 7th St SW, ,Winter Haven,FL,33880-4375,RAIL,12,781,815,Point,"[-81.73426099924075, 28.00225099908458]"
781,WTI,"Waterloo, Indiana",Lincoln and Center Street, ,Waterloo,IN,46793,RAIL,18,782,816,Point,"[-85.02519199963783, 41.43170500011103]"
782,WTN,"Williston, North Dakota",1 South Main Street, ,Williston,ND,58801-6057,RAIL,38,783,817,Point,"[-103.62037699957746, 48.14276500016874]"
783,WTS,"Willits, California",200 E. Commercial Street,California Western Railroad Depot,Willits,CA,95490,BUS,06,784,818,Point,"[-123.34980799992758, 39.412197000108385]"
784,WWD,"Wildwood, Florida",601 North Main Street, ,Wildwood,FL,34785-3842,OTHER,12,785,819,Point,"[-82.03958099987854, 28.86603700015049]"
785,YAZ,"Yazoo City, Mississippi",West Broadway (SR149) and North Water Street,222 West Broadway?,Yazoo City,MS,39194,RAIL,28,786,820,Point,"[-90.41503899969484, 32.84808299969099]"
786,YEM,"Yemassee, South Carolina",9 Main Street, ,Yemassee,SC,29945,RAIL,45,787,821,Point,"[-80.84714500009024, 32.688144999766465]"
787,YNY,"Yonkers, New York",5 Buena Vista Ave.,Amtrak/Metro-North Station,Yonkers,NY,10701-3544,RAIL,36,788,822,Point,"[-73.90288500041451, 40.936095999872265]"
788,YOS,"Yosemite National Park, California",9006 Yosemite Lodge Drive,Yosemite Park Lodge,Yosemite National Park,CA,95389,BUS,06,789,823,Point,"[-119.59842719748113, 37.743168947593766]"
789,YUM,"Yuma, Arizona",281 Gila Street, ,Yuma,AZ,85364,RAIL,04,790,824,Point,"[-114.61513499908096, 32.722023000400696]"
790,EMI,"Escanaba, Michigan",2901 27th Avenue North,Delta Area Transit Authority bus stop,Escanaba,MI,49829,BUS,26,791,825,Point,"[-87.08863821883199, 45.77989577298187]"
791,HGH,"Houghton, Michigan",Townsend Drive and Hubbell Street,"Michigan Tech University, Memorial Union",Houghton,MI,49931,BUS,26,792,826,Point,"[-88.55012486273093, 47.11834403983461]"
792,MTO,"Manton, Michigan",Junction U.S. 131 & M-42,Manton Shell Station,Manton,MI,49663,BUS,26,793,827,Point,"[-85.38006986800107, 44.403650200125355]"
793,MQT,"Marquette, Michigan",1325 Commerce Drive,Marquette Transit Authority,Marquette,MI,49855,BUS,26,794,828,Point,"[-87.45300628960698, 46.557773995945205]"
794,GBY,"Green Bay, Wisconsin",800 Cedar Street,Greyhound Station,Green Bay,WI,54301,BUS,55,795,829,Point,"[-88.00489990466214, 44.51460934473488]"
795,MTC,"Manitowoc, Wisconsin",1701 South 41st Street,Shell Station,Manitowoc,WI,54220,BUS,55,796,830,Point,"[-87.70144638669078, 44.07876302638893]"
796,MWI,"Marinette, Wisconsin",W 1390 Old Peshtigo Road,Shell Station/Taco Bell,Marinette,WI,54143,BUS,55,797,831,Point,"[-87.65944432427851, 45.08224297869122]"
797,OCO,"Oconto, Wisconsin",517 Smith Avenue,Shell Station,Oconto,WI,54153,BUS,55,798,832,Point,"[-87.88716407685155, 44.87978819884309]"
798,JNL,"June Lake, California",June Lake Loop,June Lake Ski Area Parking Lot,June Lake,CA,95529,BUS,06,799,833,Point,"[-119.07336444446742, 37.7824361110206]"
799,MHC,"Morgan Hill, California",17300 Depot Street,Caltrain Station,Morgan Hill,CA,95037,RAIL,06,800,835,Point,"[-121.65071611087782, 37.12920777760996]"
800,SFV,"San Francisco (Civic Center), California",1150 Market Street,"North side, between 7th and 8th Streets",San Francisco,CA,94102,BUS,06,801,836,Point,"[-122.41339000019397, 37.77983166689522]"
801,SES,"Seaside, California",Playa Ave & California Ave,Edgewater Transit Exchange (980 Playa Ave?),Seaside,CA,93955,BUS,06,802,837,Point,"[-121.84336277811623, 36.61925888914554]"
802,YOW,"Yosemite National Park (White Wolf), California",Old Tioga ROad at Highway 120 East,White Wolfe Lodge,Yosemite National Park,CA,95389,BUS,06,803,838,Point,"[-119.7618188890024, 37.83775499927644]"
803,LVN,"Lee Vining, California",30 Main Street,Lake View Lodge,Lee Vining,CA,93541,BUS,06,804,840,Point,"[-119.11804961293659, 37.954380900360434]"
804,MMK,"Mammoth Lake, California",1 Minaret Road,Mammoth Mountain Inn,Mammoth Lakes,CA,93546,BUS,06,805,841,Point,"[-119.03784936106355, 37.650624620374614]"
805,YOC,"Yosemite National Park (Curry Village), California",Curry Village, ,Yosemite National Park,CA,95389,BUS,06,806,842,Point,"[-119.57064746656462, 37.737649956861596]"
806,YOT,"Yosemite National Park (Tuolumne), California",Tuolumne Meadows Visitors Center,Highway 120 East,Yosemite National Park,CA,95389,BUS,06,807,843,Point,"[-119.37343383898192, 37.87190986007351]"
807,YOV,"Yosemite National Park (Visitor Center), Californi",National Park Visitor Center,Yosemite Village. Transfer Point to park shuttles,Yosemite National Park,CA,95389,BUS,06,808,844,Point,"[-119.58713686107156, 37.74805441213679]"
808,YOA,"Yosemite National Park (Ahweehnee Htl.), Californi",Yosemite Village, ,Yosemite National Park,CA,95389,BUS,06,809,845,Point,"[-119.57461317999768, 37.74625159142792]"
809,YOF,"Yosemite National Park (Crane Flat), California",Old Tioga Pass Highway (Highway 120 East),Crane Flat Gas Station-Chevron,Yosemite National Park,CA,95389,BUS,06,810,846,Point,"[-119.79713228176038, 37.75296242810976]"
810,PDL,"Prunedale, California",Highway 156 and Highway 101,Caltrans Park-and-Ride Lot,Prunedale,CA,93907,BUS,06,811,847,Point,"[-121.67191665611192, 36.78935640894767]"
811,SHB,"Sheboygan, Wisconsin",830 Pennsylvania Avenue,Sheboygan Transit Transfer Center,Sheboygan,WI,53081,BUS,55,812,848,Point,"[-87.71322537697051, 43.7498115121468]"
812,CDE,"Cambridge, Maryland",100 Heron Boulevard,Hyatt Regency Chesapeake Bay Resort,Cmbridge,MD,21613,BUS,24,813,849,Point,"[-76.04848992815852, 38.562298050273085]"
813,SLS,"Salisbury (BayRunner Shuttle), Maryland",547E Riverside Drive,BayRunner Shuttle,Salisbury,MD,21801,BUS,24,814,850,Point,"[-75.60664644010897, 38.362388757010635]"
814,ESN,"Easton Airport, Maryland",29137 Newman Road,Easton Airport - Main Terminal,Easton,MD,21601,BUS,24,815,851,Point,"[-76.06374866126892, 38.81032108077217]"
815,BBS,"Barstow (Bus), California",1611 East Main Street, ,Barstow,CA,92311-3239,BUS,06,816,853,Point,"[-116.99980654229684, 34.891758235671574]"
816,BDR,"Bend, OR",3075 North Business Highway 97,The Riverhouse Resort,Bend,OR,97701,BUS,41,817,854,Point,"[-121.30561935175466, 44.08002990643851]"
817,CBZ,"Cabazon, CA",49500 Seminole Drive,"Morongo Casino, Hotel & Spa",Cabazon,CA,92230,BUS,06,818,855,Point,"[-116.79423168890033, 33.919728580205025]"
818,CNV,"Castleton, VT",266 Main Street, ,Castleton,VT,05735,RAIL,50,819,856,Point,"[-73.17135700006438, 43.61342900010848]"
819,ESG,"El Segundo, CA",700 South Douglas Street,Douglas Green Line Station,El Segundo,CA,90245,BUS,06,820,857,Point,"[-118.38276825190341, 33.905585095539536]"
820,GTP,"Grants Pass, OR",460 NE Agness Avenue,Grants Pass Transportation Ctr/Greyhound Station,Grants Pass,OR,97526,BUS,41,821,858,Point,"[-123.29824107612032, 42.43375358240909]"
821,HOP,"Hope, AR",100 East Division Street, ,Hope,AR,71801,RAIL,05,822,859,Point,"[-93.59221100056938, 33.66894900013075]"
822,JNC,"Jacksonville, NC",850 New Bridge Street, ,Jacksonville,NC,28540,BUS,37,823,860,Point,"[-77.41878729668741, 34.748665958065814]"
823,KNC,"Kinston, NC",101 East New Bern Road,Vistor and Information Center,Kinston,NC,28504,BUS,37,824,861,Point,"[-77.58532366572658, 35.24384422280506]"
824,ALA,"Alanson, MI",7640 Burr Avenue,Marathon Gas Station EZ-Mart,Alanson,MI,49706,BUS,26,825,880,Point,"[-84.79059600019602, 45.44020099945268]"
825,ALM,"Alpena, MI",2060 Michigan Highway 32 West,Thunder Baykery,Alpena,MI,49707,BUS,26,826,881,Point,"[-83.4923849998567, 45.06184099989889]"
826,AGM,"Augusta, ME",9 Industrial Drive,Transportation Center,Augusta,ME,04330,BUS,23,827,882,Point,"[-69.79913300025173, 44.35591299965183]"
827,BCY,"Bay City, MI",1124 Washington Avenue,Central Bus Terminal,Bay City,MI,48708,BUS,26,828,883,Point,"[-83.8869219995054, 43.601847000016654]"
828,BVD,"Beaver Dam, WI",817 Park Avenue,Crossroads Shell Station,Beaver Dam,WI,53916,BUS,55,829,884,Point,"[-88.81694200039784, 43.45603999996813]"
829,BND,"Bend, OR",334 Hawthorne Avenue,Hawthorne Station Intermodal Center,Bend,OR,97701,BUS,41,830,885,Point,"[-121.30126600000511, 44.058220000002]"
830,BLG,"Billings, MT",2501 1st Avenue North,Bus Station,Billings,MT,59701,BUS,30,831,886,Point,"[-108.50212599993164, 45.78374799969312]"
831,BIG,"Biloxi, MS",820 Martin Luther King Jr. Boulevard,Greyhound Bus Station,Biloxi,MS,39530,BUS,28,832,887,Point,"[-88.88976100039716, 30.398118999742078]"
832,BLK,"Blacksburg, VA",291 Alumni Mall -- Transit Concourse,Exterior Bus Shelter and Interior Waiting Lounge,Blacksburg,VA,24061,BUS,51,833,888,Point,"[-80.41836800012499, 37.229907000062695]"
833,BOZ,"Bozeman, MT",6505 Jack Rabbit Lane,Flying J/Conoco Travel Plaza,Bozeman,MT,59714,BUS,30,834,889,Point,"[-111.18597399969318, 45.764868999862415]"
834,BRR,"Brent, AL",10393 Alabama Highway 5,Wendy's Restaurant,Brent,AL,35034,BUS,01,835,890,Point,"[-87.17173399958055, 32.95864499986883]"
835,BKO,"Brookings, OR",624 Railroad Street,Southwest Point Depot,Brookings,OR,97415,BUS,41,836,891,Point,"[-124.28156400025478, 42.05077799981866]"
836,BRY,"Bryan, TX",301 East 26th Street,"Greyhound Station, Roy Kelly Parking Garage",Bryan,TX,77803,BUS,48,837,892,Point,"[-96.37178099945314, 30.673224000119856]"
837,BUV,"Buena Vista, CO",27318 County Road 314,Veterans of Foreign Wars,Buena Vista,CO,81211,BUS,08,838,893,Point,"[-106.1066810001409, 38.81493399996505]"
838,BUT,"Butte, MT",1324 Harrison Avenue,Bus Station,Butte,MT,59701,BUS,30,839,894,Point,"[-112.5208560005097, 46.00194299977792]"
839,CMD,"Camden, AL","8 Claiborne Street 
8 Claiborne Street 
",Shell Gas Station,Camden,AL,36726,BUS,01,840,895,Point,"[-87.27863700026082, 31.99407299973046]"
840,CVJ,"Cave Junction, OR",406 Redwood Coast Highway,Junction Inn,Cave Junction,OR,97523,BUS,41,841,896,Point,"[-123.64699999985719, 42.16300199998754]"
841,PAD,"Paducah, KY",2719 Irvin Cobb Avenue,Greyhound Bus Station,Paducah,KY,42001,BUS,21,842,965,Point,"[-88.575816999657, 37.05691600045537]"
842,PNK,"Pennsauken, NJ",215 Derousse Avenue,Transit Center,Pennsauken,NJ,08110,BUS,34,843,966,Point,"[-75.06202199951942, 39.97805199960594]"
843,PSS,"Palm Springs Downtown, CA",190 North Indian Canyon Drive,SunLine Transit Bus Stop at southeast corner of I*,Palm Springs Downtown,CA,92262,BUS,06,844,967,Point,"[-116.54544000019749, 33.8246429996821]"
844,PJT,"Pine Junction, CO",76 Mount Evans Boulevard,Denver RTA Park-n-Ride Lot,Pine Junction,CO,80470,BUS,08,845,968,Point,"[-105.39701499972136, 39.46739000040082]"
845,PSG,"Poncha Springs, CO",6250 US Highway 285,High Valley Center Pub & Grub,Poncha Springs,CO,81242,BUS,08,846,969,Point,"[-106.07643099921111, 38.51217599986896]"
846,PDG,"Portland, OR",550 NW 6th Avenue,Greyhound Station,Portland,OR,97209,BUS,41,847,970,Point,"[-122.67647499987642, 45.52736100003795]"
847,PVW,"Prairie View, TX","44814 US Highway 290 Business 
",Unco Food Store and Gas Station,Prairie View,TX,77446,BUS,48,848,971,Point,"[-95.99229300055049, 30.07296699969832]"
848,RVT,"Rio Vista, CA",28 South Front Street,Delta Breeze Transit Bus Stop,Rio Vista,CA,94571,BUS,06,849,972,Point,"[-121.69089499930182, 38.155708000050446]"
849,RNK,"Roanoke, VA",710 Williamson Road NE,Civic Center Parking Lot C,Roanoke,VA,24016,BUS,51,850,973,Point,"[-79.93617800071435, 37.277808000370165]"
850,RKI,"Rock Island, IL",3500 5th Avenue,Augustana College Carver P.E. Center,Rock Island,IL,61201,BUS,17,851,974,Point,"[-90.55038899988465, 41.50622299987914]"
851,SGW,"Saginaw, MI",511 Johnson Street,Bus Center,Saginaw,MI,48607,BUS,26,852,975,Point,"[-83.9334289998798, 43.434927999777585]"
